regime,count,pct_total,win_rate,avg_atr_1m,avg_rsi_1m,avg_volume,volatility,trend,name
0,1981,17.7684097228451,11.761736496718829,14.673636870906549,47.86541068433037,1.0,High,Trending,Trending High
1,9168,82.2315902771549,3.8176265270506113,7.179955623654976,50.89261536440611,1.0,Low,Trending,Trending Low
