fold,auc,accuracy,win_rate
1,0.7582918207035023,0.933799784714747,0.32292787944025836
2,0.9043947124304268,0.9418729817007535,3.3369214208826694
3,0.8667026793431287,0.9542518837459634,1.2378902045209903
4,0.9501256358399216,0.9720129171151776,0.914962325080732
5,0.8751130939381649,0.8993541442411195,3.8751345532831003
