window,auc,accuracy,win_rate
1,0.9104997680890538,0.9364908503767492,4.413347685683531
2,0.8405934889080957,0.9531754574811625,1.2378902045209903
3,0.8978856407427835,0.9693218514531755,1.5069967707212055
