Date,Close,Volume,Open,High,Low
2011-10-19 15:48:00,1224.0,682339,1224.0,1224.0,1224.0
2011-10-19 15:49:00,1223.9,407453,1223.9,1223.9,1223.9
2011-10-19 15:50:00,1224.8,549037,1224.8,1224.8,1224.8
2011-10-19 15:51:00,1223.1999999999998,358932,1223.1999999999998,1223.1999999999998,1223.1999999999998
2011-10-19 15:52:00,1223.0500000000002,309631,1223.0500000000002,1223.0500000000002,1223.0500000000002
2011-10-19 15:53:00,1223.5,347084,1223.5,1223.5,1223.5
2011-10-19 15:54:00,1222.2,652574,1222.2,1222.2,1222.2
2011-10-19 15:55:00,1221.4,1172669,1221.4,1221.4,1221.4
2011-10-19 15:56:00,1222.5,1001622,1222.5,1222.5,1222.5
2011-10-19 15:57:00,1223.1,493385,1223.1,1223.1,1223.1
2011-10-19 15:58:00,1223.8,715671,1223.8,1223.8,1223.8
2011-10-19 15:59:00,1224.6,309206,1224.6,1224.6,1224.6
2011-10-19 16:00:00,1224.4,1294597,1224.4,1224.4,1224.4
2011-10-20 15:30:00,1213.2250000000001,2501317,1213.2250000000001,1213.2250000000001,1213.2250000000001
2011-10-20 15:31:00,1213.91,850668,1213.91,1213.91,1213.91
2011-10-20 15:32:00,1211.4,1150102,1211.4,1211.4,1211.4
2011-10-20 15:33:00,1211.5,1085928,1211.5,1211.5,1211.5
2011-10-20 15:34:00,1211.4,1031593,1211.4,1211.4,1211.4
2011-10-20 15:35:00,1209.7,1188147,1209.7,1209.7,1209.7
2011-10-20 15:36:00,1210.1000000000001,999419,1210.1000000000001,1210.1000000000001,1210.1000000000001
2011-10-20 15:37:00,1209.2,797609,1209.2,1209.2,1209.2
2011-10-20 15:38:00,1209.4,832582,1209.4,1209.4,1209.4
2011-10-20 15:39:00,1210.8,1379399,1210.8,1210.8,1210.8
2011-10-20 15:40:00,1209.8,816075,1209.8,1209.8,1209.8
2011-10-20 15:41:00,1210.6999999999998,822322,1210.6999999999998,1210.6999999999998,1210.6999999999998
2011-10-20 15:42:00,1209.7,1188725,1209.7,1209.7,1209.7
2011-10-20 15:43:00,1211.0,667911,1211.0,1211.0,1211.0
2011-10-20 15:44:00,1212.3,518736,1212.3,1212.3,1212.3
2011-10-20 15:45:00,1214.095,1237137,1214.095,1214.095,1214.095
2011-10-20 15:46:00,1214.2,1021912,1214.2,1214.2,1214.2
2011-10-20 15:47:00,1213.1999999999998,755753,1213.1999999999998,1213.1999999999998,1213.1999999999998
2011-10-20 15:48:00,1213.9,728981,1213.9,1213.9,1213.9
2011-10-20 15:49:00,1213.5,881342,1213.5,1213.5,1213.5
2011-10-20 15:50:00,1212.6000000000001,724475,1212.6000000000001,1212.6000000000001,1212.6000000000001
2011-10-20 15:51:00,1212.8,528824,1212.8,1212.8,1212.8
2011-10-20 15:52:00,1211.9,560940,1211.9,1211.9,1211.9
2011-10-20 15:53:00,1211.4,900964,1211.4,1211.4,1211.4
2011-10-20 15:54:00,1209.8999999999999,715508,1209.8999999999999,1209.8999999999999,1209.8999999999999
