Date,Open,High,Low,Close,Volume
2011-10-03 15:30:00,1125.999,1128.5,1123.6,1128.1999999999998,13746479
2011-10-03 15:45:00,1129.0,1129.0,1121.2,1124.0,11308775
2011-10-03 16:00:00,1127.9,1127.9,1127.9,1127.9,4330306
2011-10-04 15:30:00,1086.0,1088.6,1082.9,1082.9,22436298
2011-10-04 15:45:00,1081.6,1084.2,1075.09,1078.1,24796567
2011-10-04 16:00:00,1077.7,1077.7,1077.7,1077.7,5471005
2011-10-05 15:30:00,1123.25,1123.25,1117.2,1121.0,21190256
2011-10-05 15:45:00,1118.8,1121.6,1117.7,1120.0,12391261
2011-10-05 16:00:00,1123.3,1123.3,1123.3,1123.3,2103714
2011-10-06 15:30:00,1142.3,1145.8,1141.8000000000002,1143.1,13412368
2011-10-06 15:45:00,1144.4,1144.4,1135.9,1138.7,15179349
2011-10-06 16:00:00,1137.3999999999999,1137.3999999999999,1137.3999999999999,1137.3999999999999,748484
2011-10-07 15:30:00,1169.1,1170.8,1165.2,1166.2,17716316
2011-10-07 15:45:00,1164.7,1169.1,1163.7,1168.3,12422660
2011-10-07 16:00:00,1165.8,1165.8,1165.8,1165.8,1107007
2011-10-10 15:30:00,1178.1999999999998,1181.3,1178.0,1179.2,13885239
2011-10-10 15:45:00,1178.7,1183.1999999999998,1178.7,1183.1,12330277
2011-10-10 16:00:00,1182.2,1182.2,1182.2,1182.2,552284
2011-10-11 15:30:00,1189.1,1190.4,1188.5,1189.1,11098628
2011-10-11 15:45:00,1188.0,1193.55,1188.0,1191.8000000000002,11836317
2011-10-11 16:00:00,1191.2,1191.2,1191.2,1191.2,407287
2011-10-12 15:30:00,1206.8000000000002,1207.6000000000001,1203.9,1207.45,16983782
2011-10-12 15:45:00,1207.0,1208.3,1203.7,1208.3,11019938
2011-10-12 16:00:00,1206.5,1206.5,1206.5,1206.5,911461
2011-10-13 15:30:00,1199.5,1200.5,1196.5,1196.7,15277462
2011-10-13 15:45:00,1198.0,1199.3000000000002,1194.4,1195.5,12381226
2011-10-13 16:00:00,1196.6,1196.6,1196.6,1196.6,641006
2011-10-14 15:30:00,1219.4,1221.9,1219.0,1220.0,15419043
2011-10-14 15:45:00,1220.9,1222.5,1218.9,1219.8999999999999,13480297
2011-10-14 16:00:00,1218.93,1218.93,1218.93,1218.93,518669
2011-10-17 15:30:00,1219.75,1220.0,1216.6,1219.588,10716986
2011-10-17 15:45:00,1219.4,1220.3,1215.1000000000001,1215.6999999999998,9100068
2011-10-17 16:00:00,1215.5,1215.5,1215.5,1215.5,1145608
2011-10-18 15:30:00,1200.8580000000002,1203.8,1200.2,1201.1499999999999,10649908
2011-10-18 15:45:00,1200.3,1200.3,1193.5,1196.1,13738780
2011-10-18 16:00:00,1195.05,1195.05,1195.05,1195.05,1359163
2011-10-19 15:30:00,1223.55,1227.3,1223.1999999999998,1223.9,10702783
2011-10-19 15:45:00,1222.9,1224.8,1221.4,1224.6,8976017
2011-10-19 16:00:00,1224.4,1224.4,1224.4,1224.4,1294597
2011-10-20 15:30:00,1213.2250000000001,1213.91,1209.2,1212.3,15830533
2011-10-20 15:45:00,1214.095,1214.2,1209.6,1214.0,11521079
2011-10-20 16:00:00,1217.2,1217.2,1217.2,1217.2,2890745
2011-10-21 15:30:00,1229.8999999999999,1231.2,1229.8999999999999,1231.1,11605227
2011-10-21 15:45:00,1230.4,1234.8999999999999,1230.4,1233.7,11108181
2011-10-21 16:00:00,1233.6499999999999,1233.6499999999999,1233.6499999999999,1233.6499999999999,381055
2011-10-24 15:30:00,1241.0,1246.3500000000001,1240.9850000000001,1246.3500000000001,12082816
2011-10-24 15:45:00,1245.8,1248.1,1245.501,1246.3,9061497
2011-10-24 16:00:00,1245.6,1245.6,1245.6,1245.6,610691
2011-10-25 15:30:00,1248.0,1248.0,1234.0,1240.4,36055721
2011-10-25 15:45:00,1240.1000000000001,1244.5,1239.6,1239.6,19925237
2011-10-25 16:00:00,1238.1999999999998,1238.1999999999998,1238.1999999999998,1238.1999999999998,3129930
2011-10-26 15:30:00,1244.7,1244.8999999999999,1240.2,1240.3,17151001
2011-10-26 15:45:00,1241.5,1241.9,1239.4,1240.6999999999998,12068686
2011-10-26 16:00:00,1239.35,1239.35,1239.35,1239.35,948331
2011-10-27 15:30:00,1277.7,1277.7,1273.8,1274.3980000000001,23962896
2011-10-27 15:45:00,1273.9,1274.0,1271.2,1271.2,15729633
2011-10-27 16:00:00,1271.8000000000002,1271.8000000000002,1271.8000000000002,1271.8000000000002,2362174
2011-10-28 15:30:00,1279.8,1284.3000000000002,1279.6,1283.0,12638600
2011-10-28 15:45:00,1282.1000000000001,1282.1000000000001,1278.1,1281.9,11277809
2011-10-28 16:00:00,1281.0,1281.0,1281.0,1281.0,617872
2011-10-31 15:30:00,1271.2,1272.3,1268.0500000000002,1268.0500000000002,14739412
2011-10-31 15:45:00,1267.7,1269.6,1267.3999999999999,1268.5,10366682
2011-10-31 16:00:00,1268.1,1268.1,1268.1,1268.1,460537
