Date,Open,High,Low,Close,Volume
2011-10-12 15:55:00,1206.4,1208.3,1206.4,1208.3,3595991
2011-10-12 16:00:00,1206.5,1206.5,1206.5,1206.5,911461
2011-10-13 15:30:00,1199.5,1200.5,1199.3000000000002,1200.2,4602177
2011-10-13 15:35:00,1198.9,1198.9,1197.3999999999999,1197.3999999999999,5408786
2011-10-13 15:40:00,1197.3999999999999,1197.3999999999999,1196.5,1196.7,5266499
2011-10-13 15:45:00,1198.0,1199.3000000000002,1198.0,1198.8,4433539
2011-10-13 15:50:00,1197.3,1197.3,1195.5,1195.9,3777833
2011-10-13 15:55:00,1194.4,1196.2,1194.4,1195.5,4169854
2011-10-13 16:00:00,1196.6,1196.6,1196.6,1196.6,641006
2011-10-14 15:30:00,1219.4,1221.1,1219.0,1221.1,6172009
2011-10-14 15:35:00,1221.2,1221.9,1219.7,1221.9,5435012
2011-10-14 15:40:00,1221.7,1221.7,1220.0,1220.0,3812022
2011-10-14 15:45:00,1220.9,1222.5,1220.9,1221.4,3393291
2011-10-14 15:50:00,1221.6,1221.6,1218.9,1218.9,3429617
2011-10-14 15:55:00,1219.55,1220.9,1219.55,1219.8999999999999,6657389
2011-10-14 16:00:00,1218.93,1218.93,1218.93,1218.93,518669
2011-10-17 15:30:00,1219.75,1220.0,1218.1,1218.1,3373259
2011-10-17 15:35:00,1217.8,1218.8,1217.3,1217.3999999999999,4208944
2011-10-17 15:40:00,1217.7,1219.588,1216.6,1219.588,3134783
2011-10-17 15:45:00,1219.4,1220.3,1218.3,1218.3,3219187
2011-10-17 15:50:00,1219.1,1219.1,1215.8,1215.8,2748303
2011-10-17 15:55:00,1215.1000000000001,1215.9,1215.1000000000001,1215.6999999999998,3132578
2011-10-17 16:00:00,1215.5,1215.5,1215.5,1215.5,1145608
2011-10-18 15:30:00,1200.8580000000002,1202.6000000000001,1200.8580000000002,1201.699,3763038
2011-10-18 15:35:00,1201.999,1203.8,1201.999,1203.5,3038284
2011-10-18 15:40:00,1202.6000000000001,1202.6000000000001,1200.2,1201.1499999999999,3848586
2011-10-18 15:45:00,1200.3,1200.3,1196.3,1196.3,3699281
2011-10-18 15:50:00,1196.8000000000002,1196.8000000000002,1194.0,1195.3,5034735
2011-10-18 15:55:00,1194.0,1196.1,1193.5,1196.1,5004764
2011-10-18 16:00:00,1195.05,1195.05,1195.05,1195.05,1359163
2011-10-19 15:30:00,1223.55,1225.1000000000001,1223.1999999999998,1225.1000000000001,4103742
2011-10-19 15:35:00,1225.9,1227.3,1225.9,1227.1,3482673
2011-10-19 15:40:00,1225.4,1225.6,1223.9,1223.9,3116368
2011-10-19 15:45:00,1222.9,1224.0,1222.9,1223.9,3066206
2011-10-19 15:50:00,1224.8,1224.8,1222.2,1222.2,2217258
2011-10-19 15:55:00,1221.4,1224.6,1221.4,1224.6,3692553
2011-10-19 16:00:00,1224.4,1224.4,1224.4,1224.4,1294597
2011-10-20 15:30:00,1213.2250000000001,1213.91,1211.4,1211.4,6619608
2011-10-20 15:35:00,1209.7,1210.8,1209.2,1210.8,5197156
2011-10-20 15:40:00,1209.8,1212.3,1209.7,1212.3,4013769
2011-10-20 15:45:00,1214.095,1214.2,1213.1999999999998,1213.5,4625125
2011-10-20 15:50:00,1212.6000000000001,1212.8,1209.8999999999999,1209.8999999999999,3430711
2011-10-20 15:55:00,1210.1000000000001,1214.0,1209.6,1214.0,3465243
2011-10-20 16:00:00,1217.2,1217.2,1217.2,1217.2,2890745
2011-10-21 15:30:00,1229.8999999999999,1231.0,1229.8999999999999,1229.8999999999999,5643057
2011-10-21 15:35:00,1230.0,1230.599,1229.8999999999999,1230.599,2687186
2011-10-21 15:40:00,1231.2,1231.2,1230.899,1231.1,3274984
2011-10-21 15:45:00,1230.4,1233.6,1230.4,1233.6,3865299
2011-10-21 15:50:00,1233.4,1233.9,1232.9,1233.5,3277958
2011-10-21 15:55:00,1234.1,1234.8999999999999,1233.7,1233.7,3964924
2011-10-21 16:00:00,1233.6499999999999,1233.6499999999999,1233.6499999999999,1233.6499999999999,381055
2011-10-24 15:30:00,1241.0,1244.1,1240.9850000000001,1243.6,4605048
2011-10-24 15:35:00,1243.3,1245.5,1243.3,1245.5,4227904
2011-10-24 15:40:00,1245.95,1246.3500000000001,1245.9,1246.3500000000001,3249864
2011-10-24 15:45:00,1245.8,1248.1,1245.8,1248.1,3649669
2011-10-24 15:50:00,1247.9,1247.9,1246.6,1246.6,2595854
2011-10-24 15:55:00,1246.0,1246.5,1245.501,1246.3,2815974
2011-10-24 16:00:00,1245.6,1245.6,1245.6,1245.6,610691
2011-10-25 15:30:00,1248.0,1248.0,1242.7,1242.7,5474181
2011-10-25 15:35:00,1242.8,1242.8,1234.0,1239.3000000000002,19259549
2011-10-25 15:40:00,1240.5,1241.7,1240.0,1240.4,11321991
2011-10-25 15:45:00,1240.1000000000001,1244.1,1240.1000000000001,1242.7,10476160
2011-10-25 15:50:00,1243.0,1243.9,1240.9,1243.9,5138223
2011-10-25 15:55:00,1244.5,1244.5,1239.6,1239.6,4310854
2011-10-25 16:00:00,1238.1999999999998,1238.1999999999998,1238.1999999999998,1238.1999999999998,3129930
2011-10-26 15:30:00,1244.7,1244.8999999999999,1244.7,1244.7,4358166
2011-10-26 15:35:00,1242.9,1242.9,1240.2,1240.2,8070805
2011-10-26 15:40:00,1242.5539999999999,1242.5539999999999,1240.3,1240.3,4722030
2011-10-26 15:45:00,1241.5,1241.5,1239.8,1239.8999999999999,4617360
2011-10-26 15:50:00,1239.4,1241.9,1239.4,1241.9,4115972
2011-10-26 15:55:00,1240.4,1241.1,1240.0,1240.6999999999998,3335354
2011-10-26 16:00:00,1239.35,1239.35,1239.35,1239.35,948331
2011-10-27 15:30:00,1277.7,1277.7,1275.6999999999998,1277.1,10040307
2011-10-27 15:35:00,1277.0,1277.0,1273.8,1274.4,7356557
2011-10-27 15:40:00,1275.1000000000001,1275.1000000000001,1274.2,1274.3980000000001,6566032
2011-10-27 15:45:00,1273.9,1273.9,1273.1999999999998,1273.7,4370161
2011-10-27 15:50:00,1272.7,1273.5,1272.3999999999999,1273.1,4394453
2011-10-27 15:55:00,1272.9,1274.0,1271.2,1271.2,6965019
2011-10-27 16:00:00,1271.8000000000002,1271.8000000000002,1271.8000000000002,1271.8000000000002,2362174
2011-10-28 15:30:00,1279.8,1280.3,1279.6,1279.8,4820583
2011-10-28 15:35:00,1280.8000000000002,1284.3000000000002,1280.8000000000002,1284.3000000000002,4829907
2011-10-28 15:40:00,1282.7,1283.0,1282.0,1283.0,2988110
2011-10-28 15:45:00,1282.1000000000001,1282.1000000000001,1279.4,1279.6,3348947
2011-10-28 15:50:00,1278.6,1280.5,1278.6,1280.5,3401157
2011-10-28 15:55:00,1279.6,1281.9,1278.1,1281.9,4527705
2011-10-28 16:00:00,1281.0,1281.0,1281.0,1281.0,617872
2011-10-31 15:30:00,1271.2,1272.3,1270.1000000000001,1270.1000000000001,5181841
2011-10-31 15:35:00,1269.3000000000002,1270.1000000000001,1269.3000000000002,1270.1000000000001,4597319
2011-10-31 15:40:00,1269.6,1269.6,1268.0500000000002,1268.0500000000002,4960252
2011-10-31 15:45:00,1267.7,1268.5,1267.3999999999999,1268.1,4908643
2011-10-31 15:50:00,1268.0500000000002,1269.6,1268.0500000000002,1269.1,2808562
2011-10-31 15:55:00,1267.9,1268.6,1267.3999999999999,1268.5,2649477
2011-10-31 16:00:00,1268.1,1268.1,1268.1,1268.1,460537
